TIMESTAMP,MODE,DIF TEMP,SUC TEMP,DIS TEMP,E1 TEMP,E3 TEMP,FM,ERCV STEP
2017-07-11 16:16:14,2.0,12.0,19.0,1.5,-1.5,1.5,3.0,114.0
2017-07-11 16:16:24,2.0,12.0,19.0,1.5,-1.5,1.5,3.0,114.0
2017-07-11 16:16:34,2.0,12.0,19.0,1.0,-0.5,0.0,3.0,114.0
2017-07-11 16:16:44,2.0,12.0,19.0,1.0,-0.5,0.0,3.0,114.0
2017-07-11 16:16:54,2.0,12.0,19.0,0.5,0.0,0.0,3.0,114.0
2017-07-11 16:17:04,2.0,12.0,19.0,0.5,0.0,0.0,3.0,114.0
2017-07-11 16:17:14,2.0,12.0,19.0,0.5,0.0,0.0,3.0,113.0
2017-07-11 16:17:24,2.0,12.0,19.0,0.5,0.0,0.0,3.0,113.0
2017-07-11 16:17:34,2.0,12.0,19.0,0.5,0.5,0.5,3.0,113.0
2017-07-11 16:17:44,2.0,12.0,19.0,0.5,0.5,0.5,3.0,113.0
2017-07-11 16:17:54,2.0,12.0,19.0,1.0,1.0,1.0,3.0,111.0
2017-07-11 16:18:04,2.0,12.0,19.0,1.0,1.0,1.0,3.0,111.0
2017-07-11 16:18:14,2.0,12.0,19.0,1.0,0.5,0.5,3.0,109.0
2017-07-11 16:18:24,2.0,12.0,19.0,1.0,0.5,0.5,3.0,109.0
2017-07-11 16:18:34,2.0,12.0,19.0,0.5,0.0,0.0,3.0,105.0
2017-07-11 16:18:44,2.0,12.0,19.0,0.5,0.0,0.0,3.0,105.0
2017-07-11 16:18:54,2.0,12.0,18.5,0.0,-0.5,-1.0,3.0,103.0
2017-07-11 16:19:04,2.0,12.0,18.5,0.0,-0.5,-1.0,3.0,103.0
2017-07-11 16:19:14,2.0,12.0,18.5,0.0,-1.0,-1.0,3.0,101.0
2017-07-11 16:19:24,2.0,12.0,18.5,0.0,-1.0,-1.0,3.0,101.0
2017-07-11 16:19:34,2.0,12.0,18.5,-0.5,-1.5,-1.5,3.0,99.0
2017-07-11 16:19:45,2.0,12.0,18.5,-0.5,-1.5,-1.5,3.0,99.0
2017-07-11 16:19:55,2.0,12.0,18.5,-0.5,-5.0,-4.0,3.0,97.0
2017-07-11 16:20:05,2.0,12.0,18.5,-0.5,-5.0,-4.0,3.0,97.0
2017-07-11 16:20:15,2.0,12.0,18.5,0.0,-6.5,-2.5,3.0,96.0
2017-07-11 16:20:25,2.0,12.0,18.5,0.0,-6.5,-2.5,3.0,96.0
2017-07-11 16:20:35,2.0,12.0,19.0,2.0,-7.0,0.5,3.0,99.0
2017-07-11 16:20:45,2.0,12.0,19.0,2.0,-7.0,0.5,3.0,99.0
2017-07-11 16:20:55,2.0,12.0,19.0,2.5,-6.5,1.5,3.0,101.0
2017-07-11 16:21:05,2.0,12.0,19.0,2.5,-6.5,1.5,3.0,101.0
2017-07-11 16:21:15,2.0,12.0,19.0,2.5,-4.0,2.5,3.0,109.0
2017-07-11 16:21:25,2.0,12.0,19.0,2.5,-4.0,2.5,3.0,109.0
2017-07-11 16:21:35,2.0,12.0,19.0,2.0,-3.0,2.5,5.0,130.0
2017-07-11 16:21:45,2.0,12.0,19.0,2.0,-3.0,2.5,5.0,130.0
2017-07-11 16:21:55,2.0,12.0,19.0,0.5,-1.0,-1.0,5.0,132.0
2017-07-11 16:22:05,2.0,12.0,19.0,0.5,-1.0,-1.0,5.0,132.0
2017-07-11 16:22:15,2.0,12.0,19.0,0.0,-0.5,-1.0,5.0,131.0
2017-07-11 16:22:25,2.0,12.0,19.0,0.0,-0.5,-1.0,5.0,131.0
2017-07-11 16:22:35,2.0,12.0,19.0,0.0,1.0,0.5,3.0,131.0
2017-07-11 16:22:45,2.0,12.0,19.0,0.0,1.0,0.5,3.0,131.0
2017-07-11 16:22:55,2.0,12.0,18.5,0.5,1.5,1.0,3.0,131.0
2017-07-11 16:23:05,2.0,12.0,18.5,0.5,1.5,1.0,3.0,131.0
